,Measurement Basis,TT,TR,RT,RR
0,H,82164,16516,116415,13789
1,D,81821,17795,101983,24692
2,R,49836,56530,86911,37547
3,V,14319,98092,21861,87037
4,A,14502,99382,27400,86020
5,L,46690,59886,41521,73234
