Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,17429,94416,20379,85417,37808,179833
1,D,76814,37938,66341,49933,143155,87871
2,R,92262,22336,111160,12676,203422,35012
3,V,97044,17582,108005,16680,205049,34262
4,A,36364,76162,62392,53309,98756,129471
5,L,22368,91090,19256,89416,41624,180506
