,Measurement Basis,TT,TR,RT,RR
0,H,17429,94416,20379,85417
1,D,76814,37938,66341,49933
2,R,92262,22336,111160,12676
3,V,97044,17582,108005,16680
4,A,36364,76162,62392,53309
5,L,22368,91090,19256,89416
