detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
2,7,2554333009210354176,2554333009210354176,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009217608192,2554333009217608192,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009218397696,2554333009218397696,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009218947072,2554333009218947072,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,10,2554333009224913920,2554333009224913920,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009229045760,2554333009229045760,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009230784000,2554333009230784000,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,10,2554333009232088576,2554333009232088576,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,12,2554333009234570752,2554333009234570752,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009240261120,2554333009240261120,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
7,12,2554333009253920768,2554333009253920768,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,10,2554333009256026624,2554333009256026624,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
1,11,2554333009283833344,2554333009283833344,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009285840384,2554333009285840384,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009286301696,2554333009286301696,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009299111424,2554333009299111424,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
1,7,2554333009308415488,2554333009308415488,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009309297664,2554333009309297664,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009309468160,2554333009309468160,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009322075136,2554333009322075136,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009324792320,2554333009324792320,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,10,2554333009325971968,2554333009325971968,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009334878208,2554333009334878208,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009348615168,2554333009348615168,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009349472768,2554333009349472768,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009353009152,2554333009353009152,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009354183680,2554333009354183680,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009366032896,2554333009366032896,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009366326784,2554333009366326784,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009367436288,2554333009367436288,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009368522752,2554333009368522752,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009386137088,2554333009386137088,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
1,10,2554333009391242240,2554333009391242240,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
9,11,2554333009399126016,2554333009399126016,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009401168896,2554333009401168896,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009443854336,2554333009443854336,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009450520576,2554333009450520576,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009456170496,2554333009456170496,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009463000064,2554333009463000064,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
4,7,2554333009463762432,2554333009463762432,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
9,10,2554333009466871296,2554333009466871296,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
1,7,2554333009467360256,2554333009467360256,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009469983744,2554333009469983744,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009472291328,2554333009472291328,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009473467392,2554333009473467392,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009475088384,2554333009475088384,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
1,11,2554333009484114432,2554333009484114432,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
4,10,2554333009502189568,2554333009502189568,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009531033600,2554333009531033600,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
7,11,2554333009545374208,2554333009545374208,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009555870208,2554333009555870208,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,12,2554333009560753152,2554333009560753152,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009561463296,2554333009561463296,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009563052544,2554333009563052544,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
7,10,2554333009577687552,2554333009577687552,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009592569344,2554333009592569344,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
1,11,2554333009599263232,2554333009599263232,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009602402304,2554333009602402304,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,7,2554333009610577920,2554333009610577920,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
10,11,2554333009614641664,2554333009614641664,2025-06-18--18h-25m-46s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009619240448,2554333009619240448,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,10,2554333009619364352,2554333009619364352,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
2,11,2554333009626456576,2554333009626456576,2025-06-18--18h-25m-47s,H,H,2025-06-18--18h-25m-19s
