theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.7853981633974483,0.25132741228718347,13.52503267170461,22.05558247447343,-12.964768228044186,-22.262735077160084,5
