Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,34016,27910,27421,28052,61437,55962
1,D,963,59135,1539,52655,2502,111790
2,R,37285,25430,21124,34467,58409,59897
3,V,29010,32660,26759,28817,55769,61477
4,A,61691,1088,54997,1422,116688,2510
5,L,26083,35434,35964,19659,62047,55093
