data_dir,C,SB,DB_V,DB_H,N
2025-06-24--01h-46m-34s,9.0,0.0,70.0,1.0,80.0
2025-06-24--01h-46m-34s,6.0,1.0,72.0,1.0,80.0
2025-06-24--01h-46m-34s,9.0,0.0,71.0,0.0,80.0
2025-06-24--01h-46m-34s,9.0,0.0,70.0,1.0,80.0
2025-06-24--01h-46m-34s,7.0,0.0,73.0,0.0,80.0
2025-06-24--01h-46m-34s,8.0,0.0,72.0,0.0,80.0
2025-06-24--01h-46m-34s,3.0,0.0,77.0,0.0,80.0
2025-06-24--01h-46m-34s,10.0,0.0,69.0,1.0,80.0
2025-06-24--01h-46m-34s,8.0,0.0,72.0,0.0,80.0
2025-06-24--01h-46m-34s,6.0,0.0,74.0,0.0,80.0
2025-06-24--01h-46m-34s,5.0,0.0,75.0,0.0,80.0
2025-06-24--01h-46m-34s,6.0,0.0,74.0,0.0,80.0
2025-06-24--01h-46m-34s,10.0,0.0,70.0,0.0,80.0
2025-06-24--01h-46m-34s,6.0,1.0,73.0,0.0,80.0
2025-06-24--01h-46m-34s,5.0,0.0,75.0,0.0,80.0
2025-06-24--01h-46m-34s,7.0,1.0,71.0,1.0,80.0
2025-06-24--01h-46m-34s,10.0,0.0,70.0,0.0,80.0
2025-06-24--01h-46m-34s,7.0,0.0,72.0,1.0,80.0
2025-06-24--01h-46m-34s,4.0,0.0,75.0,1.0,80.0
2025-06-24--01h-46m-34s,6.0,0.0,74.0,0.0,80.0
2025-06-24--01h-46m-34s,8.0,1.0,71.0,0.0,80.0
2025-06-24--01h-46m-34s,4.0,0.0,76.0,0.0,80.0
2025-06-24--01h-46m-34s,4.0,0.0,75.0,1.0,80.0
2025-06-24--01h-46m-34s,7.0,0.0,71.0,2.0,80.0
2025-06-24--01h-46m-34s,7.0,0.0,73.0,0.0,80.0
2025-06-24--01h-46m-34s,10.0,0.0,70.0,0.0,80.0
2025-06-24--01h-46m-34s,6.0,1.0,73.0,0.0,80.0
2025-06-24--01h-46m-34s,8.0,0.0,72.0,0.0,80.0
2025-06-24--01h-46m-34s,7.0,0.0,73.0,0.0,80.0
2025-06-24--01h-46m-34s,5.0,0.0,75.0,0.0,80.0
2025-06-24--01h-46m-34s,6.0,0.0,74.0,0.0,80.0
2025-06-24--01h-46m-34s,7.0,0.0,73.0,0.0,80.0
2025-06-24--01h-46m-34s,8.0,0.0,72.0,0.0,80.0
2025-06-24--01h-46m-34s,9.0,0.0,71.0,0.0,80.0
2025-06-24--01h-46m-34s,12.0,1.0,67.0,0.0,80.0
2025-06-24--01h-46m-34s,5.0,0.0,75.0,0.0,80.0
2025-06-24--01h-46m-34s,8.0,0.0,72.0,0.0,80.0
