Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,67135,57556,69214,45900,136349,103456
1,D,125550,913,127463,5574,253013,6487
2,R,59042,67586,93919,30993,152961,98579
3,V,58676,67991,70930,47523,129606,115514
4,A,648,125361,6425,96703,7073,222064
5,L,66701,58427,39884,70036,106585,128463
