data_dir,C,SB,DB_V,DB_H,N
2025-06-03--16h-53m-14s,7.0,66.0,25.0,62.0,160.0
2025-06-03--16h-53m-14s,1.0,58.0,28.0,73.0,160.0
2025-06-03--16h-53m-14s,4.0,72.0,28.0,56.0,160.0
2025-06-03--16h-53m-14s,5.0,73.0,17.0,65.0,160.0
2025-06-03--16h-53m-14s,7.0,71.0,25.0,57.0,160.0
2025-06-03--16h-53m-14s,7.0,66.0,27.0,60.0,160.0
2025-06-03--16h-53m-14s,7.0,74.0,21.0,58.0,160.0
2025-06-03--16h-53m-14s,2.0,75.0,19.0,64.0,160.0
2025-06-03--16h-53m-14s,11.0,72.0,21.0,56.0,160.0
2025-06-03--16h-53m-14s,7.0,71.0,24.0,58.0,160.0
2025-06-03--16h-53m-14s,2.0,68.0,24.0,66.0,160.0
2025-06-03--16h-53m-14s,6.0,80.0,22.0,52.0,160.0
2025-06-03--16h-53m-14s,8.0,76.0,26.0,50.0,160.0
2025-06-03--16h-53m-14s,6.0,73.0,25.0,56.0,160.0
2025-06-03--16h-53m-14s,13.0,83.0,14.0,50.0,160.0
2025-06-03--16h-53m-14s,4.0,72.0,27.0,57.0,160.0
2025-06-03--16h-53m-14s,4.0,76.0,21.0,59.0,160.0
2025-06-03--16h-53m-14s,1.0,74.0,25.0,60.0,160.0
2025-06-03--16h-53m-14s,6.0,82.0,14.0,58.0,160.0
2025-06-03--16h-53m-14s,9.0,75.0,30.0,46.0,160.0
2025-06-03--16h-53m-14s,7.0,64.0,27.0,62.0,160.0
2025-06-03--16h-53m-14s,9.0,71.0,30.0,50.0,160.0
2025-06-03--16h-53m-14s,5.0,83.0,23.0,49.0,160.0
2025-06-03--16h-53m-14s,11.0,71.0,22.0,56.0,160.0
2025-06-03--16h-53m-14s,7.0,70.0,28.0,55.0,160.0
2025-06-03--16h-53m-14s,10.0,71.0,21.0,58.0,160.0
2025-06-03--16h-53m-14s,8.0,74.0,19.0,59.0,160.0
2025-06-03--16h-53m-14s,3.0,70.0,28.0,59.0,160.0
2025-06-03--16h-53m-14s,4.0,80.0,23.0,53.0,160.0
2025-06-03--16h-53m-14s,5.0,76.0,23.0,56.0,160.0
2025-06-03--16h-53m-14s,4.0,71.0,24.0,61.0,160.0
2025-06-03--16h-53m-14s,5.0,71.0,31.0,53.0,160.0
