theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
0.05,0,0.869968569992054,1.3886977816517445,-1.0077422222195356,-1.1103957607701163,5e-05,2000
