detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
9,11,H,H,0,0,2025-05-30--16h-27m-25s-823708
9,10,H,H,0,0,2025-05-30--16h-27m-25s-823708
11,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
10,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
10,11,H,H,0,0,2025-05-30--16h-27m-25s-823708
1,9,H,H,0,0,2025-05-30--16h-27m-25s-823708
1,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
1,11,H,H,0,0,2025-05-30--16h-27m-25s-823708
1,10,H,H,0,0,2025-05-30--16h-27m-25s-823708
1,4,H,H,0,1,2025-05-30--16h-27m-25s-823708
1,7,H,H,0,0,2025-05-30--16h-27m-25s-823708
1,2,H,H,0,0,2025-05-30--16h-27m-25s-823708
4,9,H,H,0,0,2025-05-30--16h-27m-25s-823708
4,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
4,11,H,H,0,0,2025-05-30--16h-27m-25s-823708
4,10,H,H,0,0,2025-05-30--16h-27m-25s-823708
4,7,H,H,0,0,2025-05-30--16h-27m-25s-823708
7,9,H,H,0,0,2025-05-30--16h-27m-25s-823708
7,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
7,11,H,H,0,0,2025-05-30--16h-27m-25s-823708
7,10,H,H,0,0,2025-05-30--16h-27m-25s-823708
2,9,H,H,0,0,2025-05-30--16h-27m-25s-823708
2,12,H,H,0,0,2025-05-30--16h-27m-25s-823708
2,11,H,H,0,0,2025-05-30--16h-27m-25s-823708
2,10,H,H,0,0,2025-05-30--16h-27m-25s-823708
2,4,H,H,0,0,2025-05-30--16h-27m-25s-823708
2,7,H,H,0,0,2025-05-30--16h-27m-25s-823708
9,12,H,H,1,0,2025-05-30--16h-27m-25s-840058
9,11,H,H,1,0,2025-05-30--16h-27m-25s-840058
9,10,H,H,1,0,2025-05-30--16h-27m-25s-840058
11,12,H,H,1,0,2025-05-30--16h-27m-25s-840058
10,12,H,H,1,0,2025-05-30--16h-27m-25s-840058
10,11,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,9,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,12,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,11,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,10,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,4,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,7,H,H,1,0,2025-05-30--16h-27m-25s-840058
1,2,H,H,1,0,2025-05-30--16h-27m-25s-840058
4,9,H,H,1,0,2025-05-30--16h-27m-25s-840058
4,12,H,H,1,0,2025-05-30--16h-27m-25s-840058
4,11,H,H,1,0,2025-05-30--16h-27m-25s-840058
