,Measurement Basis,TT,TR,RT,RR
0,H,75093,12712,73601,11623
1,D,45463,43373,30106,45386
2,R,72692,15240,70508,14603
3,V,12196,76143,13956,55764
4,A,42082,47647,56621,24868
5,L,14269,74858,15283,57003
