,Measurement Basis,TT,TR,RT,RR
0,H,80872,17316,111552,16454
1,D,40078,67496,32455,78726
2,R,80748,18651,96074,29574
3,V,14234,98014,18383,88639
4,A,56093,48237,96163,29074
5,L,15035,97601,32034,79904
