Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,39076,38570,46814,31091,85890,69661
1,D,72792,707,86439,3904,159231,4611
2,R,33793,45554,62993,20662,96786,66216
3,V,33921,45806,47872,31937,81793,77743
4,A,449,85139,4391,64779,4840,149918
5,L,39639,40467,27370,47953,67009,88420
