Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,121240,23132,149555,21189,270795,44321
1,D,74242,72123,60711,91457,134953,163580
2,R,123114,22163,140012,30227,263126,52390
3,V,22261,125330,29024,115496,51285,240826
4,A,68495,77251,115695,48836,184190,126087
5,L,20431,126075,35062,111956,55493,238031
