theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
1.5707963267948966,0.9162978572970228,26.049999999999997,45.0,-6.0500000000000025,-44.99999999999999,60,10,32.7C
