Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,126545,4488,126560,3894,253105,8382
1,D,86879,43648,82914,35981,169793,79629
2,R,63179,67777,69732,46671,132911,114448
3,V,4182,126037,6797,89984,10979,216021
4,A,42337,87716,42298,65915,84635,153631
5,L,66072,63994,53021,57884,119093,121878
