Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,63806,11436,75057,9031,138863,20467
1,D,61898,16550,73113,12280,135011,28830
2,R,30908,53040,48442,31001,79350,84041
3,V,10018,76389,15397,53326,25415,129715
4,A,13446,72804,13637,56131,27083,128935
5,L,44178,35950,36686,38527,80864,74477
