Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,126512,4526,125667,3743,252179,8269
1,D,85355,46656,85680,34715,171035,81371
2,R,54330,78085,60472,54303,114802,132388
3,V,4252,126878,6982,91829,11234,218707
4,A,45068,85303,39761,68498,84829,153801
5,L,75608,55197,63489,50846,139097,106043
