,Measurement Basis,TT,TR,RT,RR
0,H,126512,4526,125667,3743
1,D,85355,46656,85680,34715
2,R,54330,78085,60472,54303
3,V,4252,126878,6982,91829
4,A,45068,85303,39761,68498
5,L,75608,55197,63489,50846
