data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--16h-56m-43s,0,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,1,0.0,1.0,0.0,0.0,1.0
2025-05-23--16h-56m-43s,2,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,4,0.0,1.0,3.0,0.0,4.0
2025-05-23--16h-56m-43s,5,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,6,0.0,0.0,1.0,1.0,2.0
2025-05-23--16h-56m-43s,10,0.0,0.0,1.0,1.0,2.0
2025-05-23--16h-56m-43s,11,0.5,1.0,0.0,0.0,1.5
2025-05-23--16h-56m-43s,12,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,13,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,14,0.0,0.0,2.0,2.5,4.5
2025-05-23--16h-56m-43s,15,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,17,0.0,0.0,1.0,1.0,2.0
2025-05-23--16h-56m-43s,18,0.0,0.0,0.0,1.5,1.5
2025-05-23--16h-56m-43s,19,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,20,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,21,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-56m-43s,23,0.0,0.0,2.0,2.0,4.0
2025-05-23--16h-56m-43s,24,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,25,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,26,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-56m-43s,27,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,28,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,30,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,31,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,32,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,33,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,34,0.0,0.0,0.0,1.5,1.5
2025-05-23--16h-56m-43s,35,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,36,0.0,1.0,1.0,2.0,4.0
2025-05-23--16h-56m-43s,38,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,39,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,40,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,41,0.0,1.0,1.0,1.0,3.0
2025-05-23--16h-56m-43s,42,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,43,0.0,1.0,0.0,0.5,1.5
2025-05-23--16h-56m-43s,44,0.0,1.0,2.0,0.5,3.5
2025-05-23--16h-56m-43s,45,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,46,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,47,0.0,1.0,0.0,0.0,1.0
2025-05-23--16h-56m-43s,48,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-56m-43s,52,0.0,0.0,1.0,1.0,2.0
2025-05-23--16h-56m-43s,54,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,55,0.0,1.0,0.0,0.0,1.0
2025-05-23--16h-56m-43s,56,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,57,0.5,0.0,1.0,0.5,2.0
2025-05-23--16h-56m-43s,58,0.0,0.0,1.0,1.0,2.0
2025-05-23--16h-56m-43s,59,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-56m-43s,61,0.0,0.0,1.0,1.0,2.0
2025-05-23--16h-56m-43s,62,0.0,0.0,0.0,1.5,1.5
2025-05-23--16h-56m-43s,63,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,64,0.0,0.0,1.0,1.5,2.5
2025-05-23--16h-56m-43s,65,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,66,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,67,0.0,0.0,3.0,1.0,4.0
2025-05-23--16h-56m-43s,68,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,69,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,70,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,71,0.5,0.0,1.0,0.5,2.0
2025-05-23--16h-56m-43s,72,0.0,1.0,0.0,0.0,1.0
2025-05-23--16h-56m-43s,73,0.0,1.0,0.0,0.5,1.5
2025-05-23--16h-56m-43s,74,0.0,0.0,0.0,1.5,1.5
2025-05-23--16h-56m-43s,75,0.0,1.0,0.0,0.0,1.0
2025-05-23--16h-56m-43s,76,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-56m-43s,77,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,80,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,81,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,83,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,85,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,86,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,87,0.0,0.0,0.0,1.0,1.0
2025-05-23--16h-56m-43s,88,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,89,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,90,0.0,2.0,1.0,0.0,3.0
2025-05-23--16h-56m-43s,92,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-56m-43s,94,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,95,0.0,0.0,1.0,0.5,1.5
2025-05-23--16h-56m-43s,96,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,97,0.0,0.0,2.0,0.5,2.5
2025-05-23--16h-56m-43s,98,0.0,0.0,0.0,0.5,0.5
2025-05-23--16h-56m-43s,99,0.0,1.0,0.0,1.0,2.0
