,Measurement Basis,TT,TR,RT,RR
0,H,61937,12013,70751,11234
1,D,34693,44006,25347,45744
2,R,62042,14173,67646,15111
3,V,10338,74066,13988,53885
4,A,37385,41784,58288,21229
5,L,11446,73154,16124,53432
