data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-20m-26s,2.0,24.0,19.0,35.0,80.0
2025-05-23--18h-20m-26s,1.5,19.0,24.0,35.5,80.0
2025-05-23--18h-20m-26s,2.0,23.0,16.0,39.0,80.0
2025-05-23--18h-20m-26s,2.0,27.0,19.0,32.0,80.0
2025-05-23--18h-20m-26s,2.0,17.0,28.0,33.0,80.0
2025-05-23--18h-20m-26s,1.5,29.0,19.0,30.5,80.0
2025-05-23--18h-20m-26s,1.0,29.0,16.0,34.0,80.0
2025-05-23--18h-20m-26s,3.0,24.0,15.0,38.0,80.0
2025-05-23--18h-20m-26s,1.5,27.0,16.0,35.5,80.0
2025-05-23--18h-20m-26s,2.0,21.0,18.0,39.0,80.0
2025-05-23--18h-20m-26s,0.5,25.0,18.0,36.5,80.0
2025-05-23--18h-20m-26s,3.5,30.0,13.0,33.5,80.0
2025-05-23--18h-20m-26s,1.5,28.0,18.0,32.5,80.0
2025-05-23--18h-20m-26s,0.5,30.0,16.0,33.5,80.0
2025-05-23--18h-20m-26s,2.0,34.0,11.0,33.0,80.0
2025-05-23--18h-20m-26s,1.5,24.0,22.0,32.5,80.0
2025-05-23--18h-20m-26s,1.0,26.0,21.0,32.0,80.0
2025-05-23--18h-20m-26s,1.5,21.0,22.0,35.5,80.0
2025-05-23--18h-20m-26s,1.0,26.0,23.0,30.0,80.0
2025-05-23--18h-20m-26s,3.0,19.0,13.0,45.0,80.0
2025-05-23--18h-20m-26s,1.5,23.0,18.0,37.5,80.0
2025-05-23--18h-20m-26s,1.5,30.0,17.0,31.5,80.0
2025-05-23--18h-20m-26s,1.0,24.0,19.0,36.0,80.0
2025-05-23--18h-20m-26s,0.5,23.0,28.0,28.5,80.0
2025-05-23--18h-20m-26s,0.5,28.0,14.0,37.5,80.0
2025-05-23--18h-20m-26s,0.0,21.0,23.0,36.0,80.0
2025-05-23--18h-20m-26s,0.0,25.0,17.0,38.0,80.0
2025-05-23--18h-20m-26s,2.0,22.0,18.0,38.0,80.0
2025-05-23--18h-20m-26s,1.5,21.0,22.0,35.5,80.0
2025-05-23--18h-20m-26s,0.0,26.0,22.0,32.0,80.0
2025-05-23--18h-20m-26s,0.5,27.0,21.0,31.5,80.0
2025-05-23--18h-20m-26s,0.5,30.0,18.0,31.5,80.0
2025-05-23--18h-20m-26s,1.0,27.0,16.0,36.0,80.0
2025-05-23--18h-20m-26s,2.0,17.0,17.0,44.0,80.0
2025-05-23--18h-20m-26s,1.0,33.0,16.0,30.0,80.0
2025-05-23--18h-20m-26s,0.0,21.0,21.0,38.0,80.0
2025-05-23--18h-20m-26s,0.0,20.0,18.0,42.0,80.0
2025-05-23--18h-20m-26s,3.5,20.0,16.0,40.5,80.0
2025-05-23--18h-20m-26s,2.5,24.0,23.0,30.5,80.0
2025-05-23--18h-20m-26s,0.0,26.0,22.0,32.0,80.0
2025-05-23--18h-20m-26s,1.5,17.0,26.0,35.5,80.0
2025-05-23--18h-20m-26s,1.5,21.0,21.0,36.5,80.0
2025-05-23--18h-20m-26s,0.5,23.0,19.0,37.5,80.0
2025-05-23--18h-20m-26s,1.5,23.0,19.0,36.5,80.0
2025-05-23--18h-20m-26s,2.0,21.0,24.0,33.0,80.0
2025-05-23--18h-20m-26s,0.5,27.0,23.0,29.5,80.0
