theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.7853981633974483,0.5235987755982988,13.52503267170461,22.05558247447343,-7.132050426266626,-21.535364706157125,10
