data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--19h-01m-34s,0,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,3,0.0,0.0,3.0,0.0,3.0
2025-05-23--19h-01m-34s,4,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,5,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,6,0.0,0.0,1.0,0.5,1.5
2025-05-23--19h-01m-34s,7,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,8,1.0,0.0,2.0,0.0,3.0
2025-05-23--19h-01m-34s,9,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,10,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,11,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,12,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,13,0.0,0.0,3.0,0.0,3.0
2025-05-23--19h-01m-34s,14,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,17,0.5,0.0,0.0,0.5,1.0
2025-05-23--19h-01m-34s,18,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,19,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,20,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,21,0.0,0.0,0.0,0.5,0.5
2025-05-23--19h-01m-34s,22,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,23,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,24,0.0,0.0,5.0,0.0,5.0
2025-05-23--19h-01m-34s,25,1.0,0.0,1.0,0.5,2.5
2025-05-23--19h-01m-34s,26,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,27,0.0,0.0,4.0,0.0,4.0
2025-05-23--19h-01m-34s,28,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,30,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,31,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,33,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,34,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,36,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,39,0.5,0.0,2.0,0.0,2.5
2025-05-23--19h-01m-34s,40,0.0,0.0,5.0,0.0,5.0
2025-05-23--19h-01m-34s,41,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,42,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,43,0.0,0.0,1.0,0.5,1.5
2025-05-23--19h-01m-34s,44,0.5,0.0,4.0,0.0,4.5
2025-05-23--19h-01m-34s,47,0.0,0.0,4.0,0.0,4.0
2025-05-23--19h-01m-34s,48,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,49,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,50,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,51,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,53,0.0,0.0,1.0,0.5,1.5
2025-05-23--19h-01m-34s,54,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,55,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,56,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,57,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,58,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,59,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,60,0.5,0.0,3.0,0.0,3.5
2025-05-23--19h-01m-34s,61,0.0,0.0,3.0,0.0,3.0
2025-05-23--19h-01m-34s,62,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,63,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,65,0.0,0.0,4.0,0.0,4.0
2025-05-23--19h-01m-34s,66,0.0,0.0,4.0,0.0,4.0
2025-05-23--19h-01m-34s,67,0.5,0.0,1.0,0.0,1.5
2025-05-23--19h-01m-34s,68,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,69,0.5,0.0,0.0,0.0,0.5
2025-05-23--19h-01m-34s,70,0.0,0.0,0.0,0.5,0.5
2025-05-23--19h-01m-34s,71,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,72,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,73,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,74,0.5,0.0,0.0,0.0,0.5
2025-05-23--19h-01m-34s,75,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,76,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,77,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,78,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,79,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,80,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,82,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,85,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,86,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,88,0.0,0.0,0.0,0.5,0.5
2025-05-23--19h-01m-34s,89,0.0,0.0,4.0,0.5,4.5
2025-05-23--19h-01m-34s,93,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,95,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,96,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,97,0.0,0.0,0.0,0.5,0.5
2025-05-23--19h-01m-34s,99,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,100,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,104,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,105,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,108,0.0,0.0,2.0,0.0,2.0
2025-05-23--19h-01m-34s,109,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,111,0.5,0.0,0.0,0.0,0.5
2025-05-23--19h-01m-34s,112,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,114,0.0,0.0,1.0,0.0,1.0
2025-05-23--19h-01m-34s,115,0.5,0.0,3.0,0.0,3.5
2025-05-23--19h-01m-34s,117,0.0,0.0,2.0,0.0,2.0
