Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,17475,91285,21802,83228,39277,174513
1,D,92794,18294,96139,23611,188933,41905
2,R,66783,43516,96422,23338,163205,66854
3,V,93542,17763,106870,15090,200412,32853
4,A,17608,90738,30498,77684,48106,168422
5,L,44204,65357,30870,76885,75074,142242
