,Measurement Basis,TT,TR,RT,RR
0,H,17475,91285,21802,83228
1,D,92794,18294,96139,23611
2,R,66783,43516,96422,23338
3,V,93542,17763,106870,15090
4,A,17608,90738,30498,77684
5,L,44204,65357,30870,76885
