,Measurement Basis,TT,TR,RT,RR
0,H,73576,3006,84665,2932
1,D,50292,30692,52454,26961
2,R,42037,40135,52459,27044
3,V,2631,85944,4462,61533
4,A,25812,59985,32738,42270
5,L,33197,50046,30930,42673
