Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,73576,3006,84665,2932,158241,5938
1,D,50292,30692,52454,26961,102746,57653
2,R,42037,40135,52459,27044,94496,67179
3,V,2631,85944,4462,61533,7093,147477
4,A,25812,59985,32738,42270,58550,102255
5,L,33197,50046,30930,42673,64127,92719
