data_dir,C,DB_H,DB_V,SB,N
2025-06-18--18h-49m-58s,22.0,14.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,19.0,14.0,1.0,6.0,40.0
2025-06-18--18h-49m-58s,22.0,14.0,1.0,3.0,40.0
2025-06-18--18h-49m-58s,18.0,17.0,0.0,5.0,40.0
2025-06-18--18h-49m-58s,20.0,16.0,1.0,3.0,40.0
2025-06-18--18h-49m-58s,16.0,20.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,20.0,16.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,18.0,17.0,0.0,5.0,40.0
2025-06-18--18h-49m-58s,24.0,14.0,0.0,2.0,40.0
2025-06-18--18h-49m-58s,21.0,15.0,1.0,3.0,40.0
2025-06-18--18h-49m-58s,20.0,17.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,19.0,17.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,28.0,11.0,0.0,1.0,40.0
2025-06-18--18h-49m-58s,22.0,12.0,0.0,6.0,40.0
2025-06-18--18h-49m-58s,24.0,12.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,16.0,18.0,0.0,6.0,40.0
2025-06-18--18h-49m-58s,27.0,9.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,23.0,14.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,22.0,12.0,1.0,5.0,40.0
2025-06-18--18h-49m-58s,27.0,12.0,0.0,1.0,40.0
2025-06-18--18h-49m-58s,21.0,15.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,21.0,12.0,0.0,7.0,40.0
2025-06-18--18h-49m-58s,20.0,14.0,0.0,6.0,40.0
2025-06-18--18h-49m-58s,19.0,15.0,1.0,5.0,40.0
2025-06-18--18h-49m-58s,18.0,18.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,25.0,12.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,14.0,16.0,1.0,9.0,40.0
2025-06-18--18h-49m-58s,19.0,16.0,0.0,5.0,40.0
2025-06-18--18h-49m-58s,18.0,19.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,21.0,15.0,1.0,3.0,40.0
2025-06-18--18h-49m-58s,25.0,13.0,0.0,2.0,40.0
2025-06-18--18h-49m-58s,17.0,18.0,1.0,4.0,40.0
2025-06-18--18h-49m-58s,15.0,22.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,17.0,16.0,2.0,5.0,40.0
2025-06-18--18h-49m-58s,25.0,12.0,2.0,1.0,40.0
2025-06-18--18h-49m-58s,19.0,14.0,0.0,7.0,40.0
2025-06-18--18h-49m-58s,18.0,12.0,0.0,10.0,40.0
2025-06-18--18h-49m-58s,14.0,18.0,1.0,7.0,40.0
2025-06-18--18h-49m-58s,16.0,18.0,1.0,5.0,40.0
2025-06-18--18h-49m-58s,21.0,14.0,0.0,5.0,40.0
2025-06-18--18h-49m-58s,16.0,17.0,0.0,7.0,40.0
2025-06-18--18h-49m-58s,22.0,16.0,0.0,2.0,40.0
2025-06-18--18h-49m-58s,15.0,15.0,3.0,7.0,40.0
2025-06-18--18h-49m-58s,25.0,14.0,0.0,1.0,40.0
2025-06-18--18h-49m-58s,17.0,19.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,18.0,18.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,23.0,13.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,15.0,19.0,0.0,6.0,40.0
2025-06-18--18h-49m-58s,19.0,17.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,15.0,16.0,0.0,9.0,40.0
2025-06-18--18h-49m-58s,22.0,15.0,1.0,2.0,40.0
2025-06-18--18h-49m-58s,17.0,19.0,1.0,3.0,40.0
2025-06-18--18h-49m-58s,17.0,18.0,1.0,4.0,40.0
2025-06-18--18h-49m-58s,20.0,13.0,0.0,7.0,40.0
2025-06-18--18h-49m-58s,20.0,17.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,22.0,14.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,18.0,16.0,1.0,5.0,40.0
2025-06-18--18h-49m-58s,21.0,12.0,2.0,5.0,40.0
2025-06-18--18h-49m-58s,21.0,13.0,0.0,6.0,40.0
2025-06-18--18h-49m-58s,19.0,16.0,0.0,5.0,40.0
2025-06-18--18h-49m-58s,20.0,16.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,20.0,14.0,1.0,5.0,40.0
2025-06-18--18h-49m-58s,17.0,16.0,0.0,7.0,40.0
2025-06-18--18h-49m-58s,17.0,20.0,0.0,3.0,40.0
2025-06-18--18h-49m-58s,14.0,19.0,1.0,6.0,40.0
2025-06-18--18h-49m-58s,23.0,13.0,0.0,4.0,40.0
2025-06-18--18h-49m-58s,20.0,14.0,1.0,5.0,40.0
2025-06-18--18h-49m-58s,25.0,7.0,2.0,6.0,40.0
