Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,599,75085,986,62041,1585,137126
1,D,33545,37386,46676,30227,80221,67613
2,R,33490,38068,48610,30367,82100,68435
3,V,64047,924,85846,1428,149893,2352
4,A,31834,39237,43195,33138,75029,72375
5,L,32329,38760,43483,33091,75812,71851
