data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--20h-06m-13s,16.0,14.0,6.0,4.0,40.0,,1.369438406004566,1.1071487177940904
2025-06-03--20h-06m-13s,13.0,13.0,9.0,5.0,40.0,,1.4706289056333368,1.0156751592381095
2025-06-03--20h-06m-13s,11.0,11.0,10.0,8.0,40.0,,1.5457937218955355,0.8646773037162983
2025-06-03--20h-06m-13s,10.0,12.0,11.0,7.0,40.0,,1.5457937218955355,0.8740979656176334
2025-06-03--20h-06m-13s,10.0,11.0,9.0,10.0,40.0,,1.5207754699891267,0.7853981633974483
2025-06-03--20h-06m-13s,17.0,9.0,12.0,2.0,40.0,,1.6458668178716132,1.2403736788834132
2025-06-03--20h-06m-13s,9.0,9.0,12.0,10.0,40.0,,1.6458668178716132,0.7590702092666634
2025-06-03--20h-06m-13s,16.0,9.0,5.0,10.0,40.0,,1.4706289056333368,0.9018322525264895
2025-06-03--20h-06m-13s,11.0,7.0,14.0,8.0,40.0,,1.746702094958613,0.8646773037162983
2025-06-03--20h-06m-13s,11.0,11.0,9.0,9.0,40.0,,1.5207754699891267,0.8354818739782283
2025-06-03--20h-06m-13s,17.0,8.0,8.0,7.0,40.0,,1.5707963267948966,1.0002858790497122
2025-06-03--20h-06m-13s,13.0,8.0,8.0,11.0,40.0,,1.5707963267948966,0.8271132067027558
2025-06-03--20h-06m-13s,12.0,11.0,8.0,9.0,40.0,,1.4957258357181802,0.857071947850131
2025-06-03--20h-06m-13s,12.0,9.0,10.0,9.0,40.0,,1.5957989316942578,0.857071947850131
2025-06-03--20h-06m-13s,17.0,5.0,6.0,12.0,40.0,,1.5957989316942578,0.8720379816062187
2025-06-03--20h-06m-13s,17.0,7.0,6.0,10.0,40.0,,1.5457937218955355,0.9165257428353767
2025-06-03--20h-06m-13s,11.0,11.0,7.0,11.0,40.0,,1.4706289056333368,0.7853981633974483
2025-06-03--20h-06m-13s,15.0,7.0,9.0,9.0,40.0,,1.6208171836006666,0.9117382909684876
2025-06-03--20h-06m-13s,10.0,18.0,9.0,3.0,40.0,,1.3438532906163767,1.0697033135295395
2025-06-03--20h-06m-13s,18.0,8.0,8.0,6.0,40.0,,1.5707963267948966,1.0471975511965976
2025-06-03--20h-06m-13s,10.0,12.0,9.0,9.0,40.0,,1.4957258357181802,0.8117261175282332
2025-06-03--20h-06m-13s,13.0,10.0,10.0,7.0,40.0,,1.5707963267948966,0.9377444904051471
2025-06-03--20h-06m-13s,16.0,12.0,6.0,6.0,40.0,,1.4202280540182106,1.0213290820372694
2025-06-03--20h-06m-13s,11.0,12.0,8.0,9.0,40.0,,1.4706289056333368,0.8354818739782283
2025-06-03--20h-06m-13s,11.0,8.0,9.0,12.0,40.0,,1.5957989316942578,0.7636521780023904
2025-06-03--20h-06m-13s,17.0,8.0,7.0,8.0,40.0,,1.5457937218955355,0.9695321101157683
2025-06-03--20h-06m-13s,14.0,13.0,8.0,5.0,40.0,,1.445468495626831,1.0321328607141094
2025-06-03--20h-06m-13s,15.0,11.0,7.0,7.0,40.0,,1.4706289056333368,0.9714824303776113
2025-06-03--20h-06m-13s,6.0,13.0,13.0,8.0,40.0,,1.5707963267948966,0.7137243789447656
2025-06-03--20h-06m-13s,12.0,13.0,7.0,8.0,40.0,,1.4202280540182106,0.8860771237926136
2025-06-03--20h-06m-13s,12.0,7.0,12.0,9.0,40.0,,1.696124157962962,0.857071947850131
2025-06-03--20h-06m-13s,8.0,10.0,10.0,12.0,40.0,,1.5707963267948966,0.684719203002283
2025-06-03--20h-06m-13s,13.0,7.0,10.0,10.0,40.0,,1.6458668178716132,0.8508019114363019
