,Measurement Basis,TT,TR,RT,RR
0,H,64140,11472,73115,10311
1,D,52138,26205,46486,30935
2,R,56320,20734,70734,12522
3,V,10027,74774,14234,53753
4,A,21962,61704,38261,36753
5,L,16984,65790,12575,55121
