Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,70115,6194,80831,6234,150946,12428
1,D,32510,51425,25853,47113,58363,98538
2,R,54933,24018,56559,23901,111492,47919
3,V,5081,81938,6494,59523,11575,141461
4,A,42772,38026,58620,21555,101392,59581
5,L,20150,64389,26778,45373,46928,109762
