data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-06-18--18h-55m-23s,9.0,10.0,14.0,7.0,40.0,1.4957258357181802,0.6741311696018981,0.6741311696018981
2025-06-18--18h-55m-23s,8.0,14.0,12.0,6.0,40.0,1.369438406004566,0.6831644623239246,0.6831644623239246
2025-06-18--18h-55m-23s,12.0,9.0,14.0,5.0,40.0,1.4706289056333368,0.7463111170047708,0.7463111170047708
2025-06-18--18h-55m-23s,9.0,9.0,12.0,10.0,40.0,1.5957989316942578,0.71262518665751,0.71262518665751
2025-06-18--18h-55m-23s,12.0,8.0,7.0,13.0,40.0,1.696124157962962,0.9206233028651737,0.9206233028651737
2025-06-18--18h-55m-23s,10.0,11.0,11.0,8.0,40.0,1.4957258357181802,0.7612166323999892,0.7612166323999892
2025-06-18--18h-55m-23s,10.0,6.0,16.0,8.0,40.0,1.6208171836006666,0.6671574269963495,0.6671574269963495
2025-06-18--18h-55m-23s,10.0,12.0,8.0,10.0,40.0,1.5207754699891267,0.8419200469343788,0.8419200469343788
2025-06-18--18h-55m-23s,6.0,9.0,12.0,13.0,40.0,1.6709637479564565,0.6127850976142151,0.6127850976142151
2025-06-18--18h-55m-23s,12.0,11.0,9.0,8.0,40.0,1.4957258357181802,0.8581711401373867,0.8581711401373867
2025-06-18--18h-55m-23s,6.0,12.0,10.0,12.0,40.0,1.5707963267948966,0.6570910503804337,0.6570910503804337
2025-06-18--18h-55m-23s,8.0,11.0,10.0,11.0,40.0,1.5707963267948966,0.7288762798605178,0.7288762798605178
2025-06-18--18h-55m-23s,8.0,7.0,16.0,9.0,40.0,1.6208171836006666,0.6127850976142151,0.6127850976142151
2025-06-18--18h-55m-23s,8.0,11.0,16.0,5.0,40.0,1.4202280540182106,0.6127850976142151,0.6127850976142151
2025-06-18--18h-55m-23s,11.0,7.0,11.0,11.0,40.0,1.6709637479564565,0.7853981633974483,0.7853981633974483
2025-06-18--18h-55m-23s,6.0,11.0,13.0,10.0,40.0,1.5457937218955355,0.5937220222075029,0.5937220222075029
2025-06-18--18h-55m-23s,7.0,13.0,9.0,11.0,40.0,1.5207754699891267,0.7217748305620204,0.7217748305620204
2025-06-18--18h-55m-23s,8.0,8.0,14.0,10.0,40.0,1.6208171836006666,0.6451250924685259,0.6451250924685259
2025-06-18--18h-55m-23s,17.0,7.0,6.0,10.0,40.0,1.6458668178716132,1.0388908479380712,1.0388908479380712
2025-06-18--18h-55m-23s,10.0,14.0,10.0,6.0,40.0,1.369438406004566,0.7853981633974483,0.7853981633974483
2025-06-18--18h-55m-23s,9.0,12.0,9.0,10.0,40.0,1.5207754699891267,0.7853981633974483,0.7853981633974483
2025-06-18--18h-55m-23s,11.0,11.0,9.0,9.0,40.0,1.5207754699891267,0.8362471903627787,0.8362471903627787
2025-06-18--18h-55m-23s,12.0,7.0,7.0,14.0,40.0,1.746702094958613,0.9206233028651737,0.9206233028651737
2025-06-18--18h-55m-23s,8.0,15.0,9.0,8.0,40.0,1.3948905586311804,0.7555207266854926,0.7555207266854926
2025-06-18--18h-55m-23s,8.0,15.0,9.0,8.0,40.0,1.3948905586311804,0.7555207266854926,0.7555207266854926
2025-06-18--18h-55m-23s,4.0,12.0,12.0,12.0,40.0,1.5707963267948966,0.5191914357337772,0.5191914357337772
2025-06-18--18h-55m-23s,6.0,9.0,13.0,12.0,40.0,1.6458668178716132,0.5937220222075029,0.5937220222075029
2025-06-18--18h-55m-23s,9.0,10.0,9.0,12.0,40.0,1.6208171836006666,0.7853981633974483,0.7853981633974483
2025-06-18--18h-55m-23s,10.0,8.0,7.0,15.0,40.0,1.746702094958613,0.8754634103970904,0.8754634103970904
2025-06-18--18h-55m-23s,8.0,9.0,13.0,10.0,40.0,1.5957989316942578,0.6633286081826654,0.6633286081826654
2025-06-18--18h-55m-23s,12.0,8.0,10.0,10.0,40.0,1.6208171836006666,0.8316106761374151,0.8316106761374151
2025-06-18--18h-55m-23s,6.0,10.0,10.0,14.0,40.0,1.6709637479564565,0.6570910503804337,0.6570910503804337
2025-06-18--18h-55m-23s,9.0,15.0,8.0,8.0,40.0,1.3948905586311804,0.815275600109404,0.815275600109404
2025-06-18--18h-55m-23s,9.0,6.0,13.0,12.0,40.0,1.7213645995715827,0.6925723578399197,0.6925723578399197
2025-06-18--18h-55m-23s,7.0,10.0,10.0,13.0,40.0,1.6458668178716132,0.6953329163978061,0.6953329163978061
2025-06-18--18h-55m-23s,15.0,7.0,10.0,8.0,40.0,1.5957989316942578,0.8876318644709721,0.8876318644709721
2025-06-18--18h-55m-23s,7.0,8.0,12.0,13.0,40.0,1.696124157962962,0.650173023929723,0.650173023929723
