theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
0.9052046628987539,0,15.530645987431047,25.498885750321033,-18.60919193730556,-22.31344250486175,0.0001,5000
