Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,92036,19012,108272,16824,200308,35836
1,D,36897,74146,61876,54561,98773,128707
2,R,19562,91186,14669,93183,34231,184369
3,V,18661,92377,20127,85578,38788,177955
4,A,73885,36954,61729,54601,135614,91555
5,L,91170,19848,107815,16256,198985,36104
