,Measurement Basis,TT,TR,RT,RR
0,H,92036,19012,108272,16824
1,D,36897,74146,61876,54561
2,R,19562,91186,14669,93183
3,V,18661,92377,20127,85578
4,A,73885,36954,61729,54601
5,L,91170,19848,107815,16256
