Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,78705,12797,78755,9629,157460,22426
1,D,72986,18463,74821,12515,147807,30978
2,R,32319,57692,44238,36120,76557,93812
3,V,12754,77030,15742,56243,28496,133273
4,A,18212,70619,13089,59381,31301,130000
5,L,58812,32351,43272,37175,102084,69526
