,Measurement Basis,TT,TR,RT,RR
0,H,78705,12797,78755,9629
1,D,72986,18463,74821,12515
2,R,32319,57692,44238,36120
3,V,12754,77030,15742,56243
4,A,18212,70619,13089,59381
5,L,58812,32351,43272,37175
