detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
9,12,2554339804300572160,2554339804300572160,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,12,2554339804303506944,2554339804303506944,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,4,2554339804306081792,2554339804306081792,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,11,2554339804307453440,2554339804307453440,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,10,2554339804311676416,2554339804311676416,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
9,12,2554339804314638336,2554339804314638336,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,12,2554339804321843712,2554339804321843712,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,9,2554339804331703808,2554339804331703808,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
9,11,2554339804347450880,2554339804347450880,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,2,2554339804358766592,2554339804358766592,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
9,12,2554339804369204736,2554339804369204736,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
2,9,2554339804370010624,2554339804370010624,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,9,2554339804378869760,2554339804378869760,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,12,2554339804379313152,2554339804379313152,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,4,2554339804391142912,2554339804391142912,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
2,12,2554339804391512576,2554339804391512576,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
11,12,2554339804407431680,2554339804407431680,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,4,2554339804407513600,2554339804407513600,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,12,2554339804411034624,2554339804411034624,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,12,2554339804415223808,2554339804415223808,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,12,2554339804420412928,2554339804420412928,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,4,2554339804420657664,2554339804420657664,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,10,2554339804448726528,2554339804448726528,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
9,10,2554339804453518336,2554339804453518336,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,9,2554339804453518336,2554339804453518336,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,10,2554339804453518336,2554339804453518336,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,9,2554339804453615616,2554339804453615616,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,9,2554339804459469312,2554339804459469312,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,9,2554339804460933120,2554339804460933120,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,7,2554339804461054464,2554339804461054464,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
2,9,2554339804464325632,2554339804464325632,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,12,2554339804468333056,2554339804468333056,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,7,2554339804468999680,2554339804468999680,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
4,12,2554339804472185344,2554339804472185344,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
1,12,2554339804474978816,2554339804474978816,2025-06-18--18h-43m-28s,H,H,2025-06-18--18h-43m-01s
