data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--16h-56m-59s,1.5,3.0,26.0,9.5,40.0,2.183400474843519,0.37822819233418564
2025-05-23--16h-56m-59s,1.0,3.0,21.0,15.0,40.0,2.037561665842193,0.25268025514207865
2025-05-23--16h-56m-59s,0.5,2.0,25.0,12.5,40.0,2.183400474843519,0.19739555984988078
2025-05-23--16h-56m-59s,2.5,6.0,47.0,24.5,80.0,2.1088900170072513,0.3091933209430012
2025-05-23--16h-56m-59s,3.0,8.0,72.0,37.0,120.0,2.1333325713387525,0.27740551649003575
