theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.5026548245743669,1.5707963267948966,8.7106618038278,14.02785055655712,10.200614049535947,11.537713650554313,10
