,Measurement Basis,TT,TR,RT,RR
0,H,6222,110586,6517,92049
1,D,71505,47283,71508,47565
2,R,82576,36179,99904,26813
3,V,110930,6475,128414,5410
4,A,46935,71447,67720,50584
5,L,35866,81722,41378,69545
