Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6222,110586,6517,92049,12739,202635
1,D,71505,47283,71508,47565,143013,94848
2,R,82576,36179,99904,26813,182480,62992
3,V,110930,6475,128414,5410,239344,11885
4,A,46935,71447,67720,50584,114655,122031
5,L,35866,81722,41378,69545,77244,151267
