data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--17h-32m-32s,0,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-32m-32s,2,0.0,6.0,0.0,0.0,6.0
2025-05-23--17h-32m-32s,4,0.0,5.0,0.0,0.0,5.0
2025-05-23--17h-32m-32s,5,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-32m-32s,7,0.5,1.0,0.0,0.0,1.5
2025-05-23--17h-32m-32s,8,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,9,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,10,0.5,1.0,0.0,0.0,1.5
2025-05-23--17h-32m-32s,11,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,12,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,13,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-32m-32s,15,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,16,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,17,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,18,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,20,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,21,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,22,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,23,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,25,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,26,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,27,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,28,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,31,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,33,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,34,0.5,1.0,0.0,0.0,1.5
2025-05-23--17h-32m-32s,35,0.0,4.0,0.0,0.5,4.5
2025-05-23--17h-32m-32s,36,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,37,0.5,0.0,0.0,0.0,0.5
2025-05-23--17h-32m-32s,38,0.5,2.0,0.0,0.0,2.5
2025-05-23--17h-32m-32s,39,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,41,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,42,0.5,4.0,0.0,0.0,4.5
2025-05-23--17h-32m-32s,44,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,45,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,48,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,49,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,50,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,51,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,52,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,53,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,54,0.0,3.0,0.0,0.5,3.5
2025-05-23--17h-32m-32s,55,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,56,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,57,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,59,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,60,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,61,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,62,0.0,5.0,0.0,0.0,5.0
2025-05-23--17h-32m-32s,63,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,64,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,65,0.0,3.0,0.0,0.5,3.5
2025-05-23--17h-32m-32s,67,0.5,2.0,0.0,0.0,2.5
2025-05-23--17h-32m-32s,68,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,69,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,70,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,71,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,72,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,73,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,74,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,75,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,76,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,77,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,78,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,79,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-32m-32s,80,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,81,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,82,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,84,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,85,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,86,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,89,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,90,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,91,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,92,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,93,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,95,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,96,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,98,0.5,2.0,0.0,0.0,2.5
2025-05-23--17h-32m-32s,99,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,100,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,101,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,102,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,104,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,105,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,106,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,107,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,108,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,109,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,110,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,111,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,112,0.5,0.0,0.0,0.0,0.5
2025-05-23--17h-32m-32s,113,0.5,1.0,0.0,0.0,1.5
2025-05-23--17h-32m-32s,116,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,117,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,118,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,119,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,121,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,123,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,124,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,125,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,127,0.5,1.0,0.0,0.0,1.5
2025-05-23--17h-32m-32s,128,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,129,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,130,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,131,0.5,1.0,0.0,0.0,1.5
2025-05-23--17h-32m-32s,132,0.0,6.0,0.0,0.0,6.0
2025-05-23--17h-32m-32s,134,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,136,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,139,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,140,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,142,0.0,5.0,0.0,0.0,5.0
2025-05-23--17h-32m-32s,143,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,144,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,145,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,146,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,147,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,150,0.5,0.0,0.0,0.0,0.5
2025-05-23--17h-32m-32s,153,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,154,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,155,0.5,2.0,0.0,0.0,2.5
2025-05-23--17h-32m-32s,156,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,157,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,159,0.5,0.0,0.0,0.0,0.5
2025-05-23--17h-32m-32s,160,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,161,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,162,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,163,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,164,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,166,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,167,0.5,1.0,0.0,0.5,2.0
2025-05-23--17h-32m-32s,168,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,169,0.5,2.0,0.0,0.0,2.5
2025-05-23--17h-32m-32s,171,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,172,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,173,0.0,5.0,0.0,0.0,5.0
2025-05-23--17h-32m-32s,174,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,175,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,176,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,177,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,178,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,179,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-32m-32s,180,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,181,0.5,0.0,0.0,0.0,0.5
2025-05-23--17h-32m-32s,183,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,184,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-32m-32s,185,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-32m-32s,186,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-32m-32s,187,0.0,2.0,0.0,0.0,2.0
