angle,singles,coincidences
0.0,6709.0,1312
10.0,13940.0,2882
20.0,19034.0,3940
30.0,20571.0,4438
40.0,17656.0,3733
158.2318233849373,955.0,158
159.3429344960484,644.0,90
160.45404560715951,394.0,45
161.56515671827063,243.0,19
162.67626782938174,191.0,9
163.78737894049283,162.0,0
164.89849005160394,250.0,10
166.00960116271506,328.0,30
167.12071227382617,534.0,59
168.2318233849373,810.0,118
23.231823384937282,19956.0,4174
25.231823384937282,20199.0,4293
27.231823384937286,20296.0,4406
29.231823384937286,20524.0,4481
31.231823384937286,20054.0,4298
33.231823384937286,19983.0,4195
