theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
3.010692959690218,0,43.64038433256327,86.36333395822685,-44.72667975223733,-87.08732342542804,60,10,32.7C
