Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,77172,467,88561,1166,165733,1633
1,D,37538,46799,41464,36288,79002,83087
2,R,38493,46315,40810,37472,79303,83787
3,V,285,90006,626,65122,911,155128
4,A,38613,44642,44603,33479,83216,78121
5,L,38073,44688,43440,33644,81513,78332
