Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,91659,36252,90633,31355,182292,67607
1,D,89056,39864,62454,53135,151510,92999
2,R,116337,13257,126279,6718,242616,19975
3,V,35910,92563,42303,67632,78213,160195
4,A,38728,89891,68178,49243,106906,139134
5,L,12318,116694,5135,96978,17453,213672
