data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-28--14h-27m-45s,0,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,1,0.0,0.0,7.0,0.0,7.0
2025-05-28--14h-27m-45s,2,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,3,0.5,0.0,4.0,0.0,4.5
2025-05-28--14h-27m-45s,4,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,5,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,6,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,7,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,8,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,9,0.0,0.0,1.0,0.0,1.0
2025-05-28--14h-27m-45s,10,0.0,0.0,3.0,0.0,3.0
2025-05-28--14h-27m-45s,11,0.0,0.0,3.0,0.0,3.0
2025-05-28--14h-27m-45s,12,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,13,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,14,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,15,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,16,0.0,0.0,3.0,0.0,3.0
2025-05-28--14h-27m-45s,17,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,18,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,19,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,20,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,21,0.0,0.0,7.0,0.0,7.0
2025-05-28--14h-27m-45s,22,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,23,0.0,0.0,9.0,0.0,9.0
2025-05-28--14h-27m-45s,24,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,25,0.0,0.0,9.0,0.0,9.0
2025-05-28--14h-27m-45s,26,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,27,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,29,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,30,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,31,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,32,0.0,0.0,3.0,0.0,3.0
2025-05-28--14h-27m-45s,33,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,34,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,36,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,37,0.5,0.0,10.0,0.0,10.5
2025-05-28--14h-27m-45s,39,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,40,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,41,0.0,0.0,7.0,0.0,7.0
2025-05-28--14h-27m-45s,42,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,43,0.0,0.0,9.0,0.0,9.0
2025-05-28--14h-27m-45s,44,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,45,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,46,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,47,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,48,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,49,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,50,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,51,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,52,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,53,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,54,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,55,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,56,0.0,0.0,3.0,0.0,3.0
2025-05-28--14h-27m-45s,57,0.5,0.0,3.0,0.0,3.5
2025-05-28--14h-27m-45s,58,0.0,0.0,4.0,0.0,4.0
2025-05-28--14h-27m-45s,59,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,60,0.0,0.0,6.0,0.0,6.0
2025-05-28--14h-27m-45s,61,0.5,0.0,6.0,0.0,6.5
2025-05-28--14h-27m-45s,62,0.5,0.0,5.0,0.0,5.5
2025-05-28--14h-27m-45s,63,0.0,0.0,5.0,0.0,5.0
2025-05-28--14h-27m-45s,64,0.5,0.0,3.0,0.0,3.5
2025-05-28--14h-27m-45s,65,0.0,0.0,2.0,0.0,2.0
2025-05-28--14h-27m-45s,66,0.0,0.0,7.0,0.0,7.0
2025-05-28--14h-27m-45s,67,0.0,0.0,3.0,0.0,3.0
2025-05-28--14h-27m-45s,68,0.5,0.0,3.0,0.0,3.5
