,Measurement Basis,TT,TR,RT,RR
0,H,48396,57482,70755,47619
1,D,94179,3345,128271,2046
2,R,34192,76250,78016,43597
3,V,48728,57611,67898,49655
4,A,2805,111522,1658,102830
5,L,63700,39912,53178,61428
