,Measurement Basis,TT,TR,RT,RR
0,H,51503,23551,61144,18891
1,D,64264,9167,80833,4248
2,R,21534,59243,42625,33748
3,V,20182,60403,29654,42431
4,A,7537,75285,3679,61855
5,L,50464,25376,42345,33743
