data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-28--20h-16m-00s,0,0.0,1.0,0.0,3.0,4.0
2025-05-28--20h-16m-00s,1,0.0,2.0,2.0,1.0,5.0
2025-05-28--20h-16m-00s,2,1.0,4.0,0.0,1.0,6.0
2025-05-28--20h-16m-00s,3,0.0,5.0,0.0,0.5,5.5
2025-05-28--20h-16m-00s,4,0.0,2.0,0.0,1.0,3.0
2025-05-28--20h-16m-00s,5,0.0,1.0,0.0,1.0,2.0
2025-05-28--20h-16m-00s,6,0.0,6.0,1.0,1.5,8.5
2025-05-28--20h-16m-00s,7,0.0,2.0,0.0,0.5,2.5
2025-05-28--20h-16m-00s,8,0.5,2.0,0.0,0.5,3.0
2025-05-28--20h-16m-00s,9,0.0,5.0,0.0,0.5,5.5
2025-05-28--20h-16m-00s,10,0.0,3.0,1.0,2.0,6.0
2025-05-28--20h-16m-00s,11,0.5,2.0,0.0,0.0,2.5
2025-05-28--20h-16m-00s,12,0.0,4.0,0.0,1.5,5.5
2025-05-28--20h-16m-00s,13,0.5,7.0,0.0,2.5,10.0
2025-05-28--20h-16m-00s,14,0.0,1.0,0.0,1.0,2.0
2025-05-28--20h-16m-00s,15,0.0,5.0,0.0,0.5,5.5
2025-05-28--20h-16m-00s,16,0.0,1.0,0.0,1.5,2.5
2025-05-28--20h-16m-00s,17,0.0,3.0,0.0,0.5,3.5
2025-05-28--20h-16m-00s,18,0.0,2.0,0.0,1.0,3.0
2025-05-28--20h-16m-00s,19,0.0,3.0,0.0,2.5,5.5
2025-05-28--20h-16m-00s,20,0.0,0.0,0.0,3.5,3.5
2025-05-28--20h-16m-00s,21,0.0,4.0,0.0,1.0,5.0
2025-05-28--20h-16m-00s,22,0.0,2.0,1.0,1.0,4.0
2025-05-28--20h-16m-00s,23,0.0,2.0,0.0,1.5,3.5
2025-05-28--20h-16m-00s,24,0.0,4.0,1.0,1.0,6.0
2025-05-28--20h-16m-00s,25,0.0,4.0,0.0,0.5,4.5
2025-05-28--20h-16m-00s,26,0.0,0.0,1.0,0.5,1.5
2025-05-28--20h-16m-00s,27,0.0,2.0,0.0,0.5,2.5
2025-05-28--20h-16m-00s,28,0.0,2.0,0.0,1.5,3.5
2025-05-28--20h-16m-00s,29,0.5,4.0,0.0,1.5,6.0
2025-05-28--20h-16m-00s,30,0.0,4.0,0.0,0.0,4.0
2025-05-28--20h-16m-00s,31,0.0,3.0,0.0,1.0,4.0
2025-05-28--20h-16m-00s,32,0.5,3.0,0.0,0.0,3.5
2025-05-28--20h-16m-00s,33,0.0,1.0,0.0,1.0,2.0
2025-05-28--20h-16m-00s,34,0.0,2.0,0.0,1.0,3.0
2025-05-28--20h-16m-00s,35,0.0,2.0,0.0,0.5,2.5
2025-05-28--20h-16m-00s,36,0.0,5.0,0.0,0.5,5.5
2025-05-28--20h-16m-00s,37,0.0,3.0,0.0,0.0,3.0
2025-05-28--20h-16m-00s,38,0.0,5.0,0.0,2.5,7.5
2025-05-28--20h-16m-00s,39,0.0,2.0,0.0,1.0,3.0
2025-05-28--20h-16m-00s,40,0.0,7.0,0.0,2.0,9.0
2025-05-28--20h-16m-00s,41,0.5,3.0,0.0,1.0,4.5
2025-05-28--20h-16m-00s,42,0.0,6.0,0.0,1.5,7.5
2025-05-28--20h-16m-00s,43,0.0,4.0,0.0,0.5,4.5
2025-05-28--20h-16m-00s,44,0.0,5.0,0.0,3.0,8.0
2025-05-28--20h-16m-00s,45,0.0,2.0,0.0,1.0,3.0
2025-05-28--20h-16m-00s,46,0.0,1.0,1.0,1.5,3.5
2025-05-28--20h-16m-00s,47,0.0,4.0,0.0,1.5,5.5
2025-05-28--20h-16m-00s,48,0.0,3.0,0.0,2.0,5.0
2025-05-28--20h-16m-00s,49,0.0,1.0,0.0,1.0,2.0
