Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,45418,103104,62999,86901,108417,190005
1,D,140117,6051,159969,11135,300086,17186
2,R,72312,76881,127144,38084,199456,114965
3,V,100032,46954,124877,40196,224909,87150
4,A,5734,144413,18958,123507,24692,267920
5,L,75183,74523,53135,96766,128318,171289
