data_dir,C,DB_H,DB_V,SB,N
2025-05-27--13h-54m-02s,0.5,6.0,17.0,16.5,40.0
2025-05-27--13h-54m-02s,1.25,1.0,22.0,15.75,40.0
2025-05-27--13h-54m-02s,0.75,6.0,18.0,15.25,40.0
2025-05-27--13h-54m-02s,0.25,7.0,18.0,14.75,40.0
2025-05-27--13h-54m-02s,0.75,6.0,23.0,10.25,40.0
2025-05-27--13h-54m-02s,1.25,1.0,20.0,17.75,40.0
2025-05-27--13h-54m-02s,0.75,3.0,20.0,16.25,40.0
2025-05-27--13h-54m-02s,1.25,4.0,20.0,14.75,40.0
2025-05-27--13h-54m-02s,0.75,4.0,16.0,19.25,40.0
2025-05-27--13h-54m-02s,0.25,2.0,22.0,15.75,40.0
2025-05-27--13h-54m-02s,0.25,5.0,16.0,18.75,40.0
2025-05-27--13h-54m-02s,0.5,5.0,18.0,16.5,40.0
2025-05-27--13h-54m-02s,0.5,4.0,20.0,15.5,40.0
2025-05-27--13h-54m-02s,0.75,3.0,20.0,16.25,40.0
2025-05-27--13h-54m-02s,0.75,1.0,23.0,15.25,40.0
2025-05-27--13h-54m-02s,0.25,4.0,23.0,12.75,40.0
2025-05-27--13h-54m-02s,0.75,1.0,23.0,15.25,40.0
2025-05-27--13h-54m-02s,0.25,3.0,20.0,16.75,40.0
2025-05-27--13h-54m-02s,0.75,4.0,20.0,15.25,40.0
2025-05-27--13h-54m-02s,0.5,2.0,23.0,14.5,40.0
2025-05-27--13h-54m-02s,1.5,1.0,25.0,12.5,40.0
2025-05-27--13h-54m-02s,0.75,2.0,21.0,16.25,40.0
2025-05-27--13h-54m-02s,1.5,3.0,16.0,19.5,40.0
2025-05-27--13h-54m-02s,1.75,2.0,21.0,15.25,40.0
2025-05-27--13h-54m-02s,0.75,6.0,19.0,14.25,40.0
2025-05-27--13h-54m-02s,2.5,5.0,19.0,13.5,40.0
2025-05-27--13h-54m-02s,0.25,7.0,20.0,12.75,40.0
2025-05-27--13h-54m-02s,0.0,5.0,22.0,13.0,40.0
2025-05-27--13h-54m-02s,1.0,4.0,16.0,19.0,40.0
2025-05-27--13h-54m-02s,0.75,5.0,20.0,14.25,40.0
2025-05-27--13h-54m-02s,0.75,9.0,20.0,10.25,40.0
2025-05-27--13h-54m-02s,0.75,10.0,21.0,8.25,40.0
2025-05-27--13h-54m-02s,1.25,6.0,18.0,14.75,40.0
2025-05-27--13h-54m-02s,0.75,6.0,19.0,14.25,40.0
2025-05-27--13h-54m-02s,1.0,10.0,12.0,17.0,40.0
2025-05-27--13h-54m-02s,1.25,1.0,20.0,17.75,40.0
2025-05-27--13h-54m-02s,1.0,2.0,20.0,17.0,40.0
2025-05-27--13h-54m-02s,0.75,2.0,22.0,15.25,40.0
2025-05-27--13h-54m-02s,1.0,3.0,20.0,16.0,40.0
2025-05-27--13h-54m-02s,1.5,2.0,21.0,15.5,40.0
2025-05-27--13h-54m-02s,0.25,5.0,20.0,14.75,40.0
2025-05-27--13h-54m-02s,1.0,4.0,14.0,21.0,40.0
2025-05-27--13h-54m-02s,0.5,2.0,18.0,19.5,40.0
2025-05-27--13h-54m-02s,1.5,4.0,19.0,15.5,40.0
2025-05-27--13h-54m-02s,1.0,4.0,18.0,17.0,40.0
2025-05-27--13h-54m-02s,1.0,5.0,19.0,15.0,40.0
2025-05-27--13h-54m-02s,1.5,2.0,19.0,17.5,40.0
2025-05-27--13h-54m-02s,0.75,7.0,17.0,15.25,40.0
2025-05-27--13h-54m-02s,0.25,6.0,19.0,14.75,40.0
2025-05-27--13h-54m-02s,0.75,3.0,20.0,16.25,40.0
2025-05-27--13h-54m-02s,1.75,2.0,21.0,15.25,40.0
2025-05-27--13h-54m-02s,0.25,3.0,23.0,13.75,40.0
2025-05-27--13h-54m-02s,0.25,6.0,18.0,15.75,40.0
2025-05-27--13h-54m-02s,0.5,2.0,20.0,17.5,40.0
2025-05-27--13h-54m-02s,0.75,5.0,20.0,14.25,40.0
2025-05-27--13h-54m-02s,1.0,7.0,19.0,13.0,40.0
2025-05-27--13h-54m-02s,0.75,8.0,18.0,13.25,40.0
2025-05-27--13h-54m-02s,0.75,3.0,19.0,17.25,40.0
2025-05-27--13h-54m-02s,0.5,5.0,23.0,11.5,40.0
2025-05-27--13h-54m-02s,0.5,7.0,21.0,11.5,40.0
2025-05-27--13h-54m-02s,0.75,5.0,19.0,15.25,40.0
2025-05-27--13h-54m-02s,1.25,4.0,19.0,15.75,40.0
2025-05-27--13h-54m-02s,0.75,2.0,24.0,13.25,40.0
2025-05-27--13h-54m-02s,1.5,2.0,20.0,16.5,40.0
2025-05-27--13h-54m-02s,1.0,2.0,22.0,15.0,40.0
2025-05-27--13h-54m-02s,0.25,5.0,17.0,17.75,40.0
2025-05-27--13h-54m-02s,0.75,8.0,17.0,14.25,40.0
2025-05-27--13h-54m-02s,0.25,7.0,19.0,13.75,40.0
2025-05-27--13h-54m-02s,1.0,4.0,22.0,13.0,40.0
