data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-27--13h-54m-02s,1.0,4.0,22.0,13.0,40.0,2.037561665842193,0.2705497629785729,116.74368395040302,15.501359566936996
2025-05-27--13h-54m-02s,0.0,3.0,23.0,14.0,40.0,2.0943951023931957,0.0,120.00000000000001,0.0
2025-05-27--13h-54m-02s,0.5,4.0,19.0,16.5,40.0,1.9551931012905357,0.17235058989932303,112.02431283704216,9.874961397821286
2025-05-27--13h-54m-02s,0.5,0.0,23.0,16.5,40.0,2.183400474843519,0.17235058989932303,125.09963219539351,9.874961397821286
2025-05-27--13h-54m-02s,1.5,3.0,24.0,11.5,40.0,2.12351143989168,0.3465799537883769,121.66824325354168,19.857568615913106
2025-05-27--13h-54m-02s,0.5,7.0,19.0,13.5,40.0,1.8754889808102941,0.19012560334646678,107.4576031237221,10.893394649130906
2025-05-27--13h-54m-02s,1.0,1.0,25.0,13.0,40.0,2.214297435588181,0.2705497629785729,126.86989764584402,15.501359566936996
2025-05-27--13h-54m-02s,0.5,3.0,21.0,15.5,40.0,2.037561665842193,0.17771060084511175,116.74368395040302,10.182067403158904
2025-05-27--13h-54m-02s,0.0,3.0,27.0,10.0,40.0,2.214297435588181,0.0,126.86989764584402,0.0
2025-05-27--13h-54m-02s,0.5,6.0,26.0,7.5,40.0,2.0943951023931957,0.25268025514207865,120.00000000000001,14.477512185929925
2025-05-27--13h-54m-02s,1.0,1.0,25.0,13.0,40.0,2.214297435588181,0.2705497629785729,126.86989764584402,15.501359566936996
2025-05-27--13h-54m-02s,0.0,5.0,22.0,13.0,40.0,2.009758212404657,0.0,115.15066341254371,0.0
2025-05-27--13h-54m-02s,1.5,2.0,23.0,13.5,40.0,2.12351143989168,0.3217505543966422,121.66824325354168,18.43494882292201
2025-05-27--13h-54m-02s,1.0,1.0,27.0,11.0,40.0,2.278380763520252,0.2928427717285755,130.54160187350453,16.778654880960357
2025-05-27--13h-54m-02s,0.0,3.0,21.0,16.0,40.0,2.037561665842193,0.0,116.74368395040302,0.0
2025-05-27--13h-54m-02s,1.0,4.0,22.0,13.0,40.0,2.037561665842193,0.2705497629785729,116.74368395040302,15.501359566936996
2025-05-27--13h-54m-02s,1.5,2.0,24.0,12.5,40.0,2.15316056466364,0.3334731722518321,123.36701296923175,19.106605350869096
2025-05-27--13h-54m-02s,1.5,3.0,22.0,13.5,40.0,2.065760358511791,0.3217505543966422,118.35935002815746,18.43494882292201
2025-05-27--13h-54m-02s,0.5,1.0,19.0,19.5,40.0,2.037561665842193,0.15878021464576067,116.74368395040302,9.097436169383387
2025-05-27--13h-54m-02s,1.0,2.0,21.0,16.0,40.0,2.065760358511791,0.24497866312686414,118.35935002815746,14.036243467926479
2025-05-27--13h-54m-02s,0.0,2.0,20.0,18.0,40.0,2.037561665842193,0.0,116.74368395040302,0.0
2025-05-27--13h-54m-02s,0.0,3.0,24.0,13.0,40.0,2.12351143989168,0.0,121.66824325354168,0.0
2025-05-27--13h-54m-02s,0.5,2.0,26.0,11.5,40.0,2.214297435588181,0.20556893116117386,126.86989764584402,11.778232154550615
2025-05-27--13h-54m-02s,0.5,6.0,17.0,16.5,40.0,1.8493860291865472,0.17235058989932303,105.96201416284724,9.874961397821286
2025-05-27--13h-54m-02s,0.0,1.0,24.0,15.0,40.0,2.183400474843519,0.0,125.09963219539351,0.0
2025-05-27--13h-54m-02s,0.5,4.0,21.0,14.5,40.0,2.009758212404657,0.18360401027891857,115.15066341254371,10.519734890658619
2025-05-27--13h-54m-02s,0.0,3.0,24.0,13.0,40.0,2.12351143989168,0.0,121.66824325354168,0.0
2025-05-27--13h-54m-02s,0.5,4.0,22.0,13.5,40.0,2.037561665842193,0.19012560334646678,116.74368395040302,10.893394649130906
2025-05-27--13h-54m-02s,0.5,3.0,23.0,13.5,40.0,2.0943951023931957,0.19012560334646678,120.00000000000001,10.893394649130906
2025-05-27--13h-54m-02s,1.0,1.0,25.0,13.0,40.0,2.214297435588181,0.2705497629785729,126.86989764584402,15.501359566936996
2025-05-27--13h-54m-02s,0.5,3.0,26.0,10.5,40.0,2.183400474843519,0.21484983307571223,125.09963219539351,12.30998866432855
2025-05-27--13h-54m-02s,0.5,2.0,20.0,17.5,40.0,2.037561665842193,0.16744807921968932,116.74368395040302,9.594068226860461
2025-05-27--13h-54m-02s,1.0,2.0,24.0,13.0,40.0,2.15316056466364,0.2705497629785729,123.36701296923175,15.501359566936996
2025-05-27--13h-54m-02s,0.5,2.0,23.0,14.5,40.0,2.12351143989168,0.18360401027891857,121.66824325354168,10.519734890658619
2025-05-27--13h-54m-02s,0.5,1.0,27.0,11.5,40.0,2.278380763520252,0.20556893116117386,130.54160187350453,11.778232154550615
2025-05-27--13h-54m-02s,0.0,1.0,26.0,13.0,40.0,2.2459278597319283,0.0,128.68218745348943,0.0
2025-05-27--13h-54m-02s,0.0,5.0,20.0,15.0,40.0,1.9551931012905357,0.0,112.02431283704216,0.0
2025-05-27--13h-54m-02s,1.0,3.0,26.0,10.0,40.0,2.183400474843519,0.30627736916966947,125.09963219539351,17.5484006137923
2025-05-27--13h-54m-02s,0.5,2.0,25.0,12.5,40.0,2.183400474843519,0.19739555984988078,125.09963219539351,11.309932474020215
2025-05-27--13h-54m-02s,0.0,0.0,23.0,17.0,40.0,2.183400474843519,0.0,125.09963219539351,0.0
