data_dir,C,DB_H,DB_V,SB,N
2025-05-27--13h-54m-02s,3.5,26.0,98.0,72.5,200.0
2025-05-27--13h-54m-02s,4.25,14.0,98.0,83.75,200.0
2025-05-27--13h-54m-02s,2.75,18.0,97.0,82.25,200.0
2025-05-27--13h-54m-02s,2.5,14.0,109.0,74.5,200.0
2025-05-27--13h-54m-02s,6.25,14.0,102.0,77.75,200.0
2025-05-27--13h-54m-02s,4.5,26.0,97.0,72.5,200.0
2025-05-27--13h-54m-02s,4.5,41.0,90.0,64.5,200.0
2025-05-27--13h-54m-02s,5.5,10.0,103.0,81.5,200.0
2025-05-27--13h-54m-02s,4.25,19.0,89.0,87.75,200.0
2025-05-27--13h-54m-02s,4.25,23.0,94.0,78.75,200.0
2025-05-27--13h-54m-02s,3.5,18.0,102.0,76.5,200.0
2025-05-27--13h-54m-02s,3.5,30.0,100.0,66.5,200.0
2025-05-27--13h-54m-02s,5.25,15.0,104.0,75.75,200.0
