Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,258,117546,761,102645,1019,220191
1,D,51576,57827,70741,49395,122317,107222
2,R,51426,58769,73110,48865,124536,107634
3,V,99466,457,133005,1059,232471,1516
4,A,48683,61237,64148,54378,112831,115615
5,L,49612,60583,65892,54062,115504,114645
