,Measurement Basis,TT,TR,RT,RR
0,H,258,117546,761,102645
1,D,51576,57827,70741,49395
2,R,51426,58769,73110,48865
3,V,99466,457,133005,1059
4,A,48683,61237,64148,54378
5,L,49612,60583,65892,54062
