Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,14354,68497,15417,56967,29771,125464
1,D,70115,14673,80602,9944,150717,24617
2,R,29808,53150,50239,31982,80047,85132
3,V,70496,14418,81977,9175,152473,23593
4,A,14953,67496,14951,58976,29904,126472
5,L,54930,29036,45683,35679,100613,64715
