,Measurement Basis,TT,TR,RT,RR
0,H,75671,12134,76756,9566
1,D,69483,17438,73063,12162
2,R,30890,54700,42677,35661
3,V,12275,73406,15532,54956
4,A,17743,67133,12846,58046
5,L,56140,30194,42077,35634
