Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,69502,56952,69556,47027,139058,103979
1,D,109204,16513,89934,33166,199138,49679
2,R,102964,22017,127100,4953,230064,26970
3,V,57033,68966,67582,49698,124615,118664
4,A,15762,109705,42955,68441,58717,178146
5,L,21821,104429,5141,96752,26962,201181
