Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,38628,38241,45921,31210,84549,69451
1,D,68935,2666,73076,10951,142011,13617
2,R,46395,29172,75082,10328,121477,39500
3,V,32465,45821,45884,32333,78349,78154
4,A,2057,81559,13755,56769,15812,138328
5,L,24948,54815,12803,56367,37751,111182
